KEY,Korean,English,English_for_Translate,Japanese,ChineseSimplified,ChineseTraditional,Spanish_Google,Spanish,
FAIRY_DROP_B,을 떨어트렸다,Mineral,Mineral,を落としてしまった,矿物,礦物,Mineral,Mineral,
,,,,,,,,,
BOSS_DROP_GOLD_A,현재 미네랄의,Collected Interest ,Collected Interest ,現在ミネラルの,收取的利息,收取的利息,Los intereses cobrados,Los intereses cobrados ,
BOSS_DROP_GOLD_B,%를 획득했다,% On Mineral,%On Mineral,％を獲得した,％矿物,％礦物,En Mineral%,% en Mineral,
,,,,,,,,,
DUNGEON_BOSS_A_SKILL,낼름,Lick*,Lick*,ネルルム,舔*,舔*,Lamer*,Lamer*,
POTAL_KING,보스 제거됨,Boss Terminated,Boss Terminated,ボス削除され,老板终止,老闆終止,Terminado el jefe,Terminado el jefe,
,,,,,,,,,
ADD_PARTY_000,첫 동료인가!,First Comorade!,First Comorade!,最初の仲間か！,首先Comorade！,首先Comorade！,En primer lugar Comorade!,Primer Comorade!,
ADD_PARTY_001,두발씩 쏴라,Double Fire,Double Fire,頭髪ずつ放つ,双火,雙火,Fuego doble,Dispara doble,
ADD_PARTY_002,드론 공중 감시 중,Drone on watching,Drone on watching,ドローン空中監視中,无人机上观看,無人機上觀看,Avión no tripulado en la observación,Avión está observando,
ADD_PARTY_003,전선을 유지해라,Hold the line!,Hold the line!,電線を維持しろ,压阵！,壓陣！,¡Mantenga la línea!,¡Mantenga la línea!,
ADD_PARTY_004,박격포 준비 중,Mortar ready,Mortar ready,モルタル準備中,砂浆准备,砂漿準備,mortero listo,mortero listo,
ADD_PARTY_005,프리데터 가동,Predator Online,Predator Online,フリーデト可動,捕食者在线,捕食者在線,Predator Online,Predator activo,
ADD_PARTY_006,그런트 근무중,Grunt on duty,Grunt on duty,グロントゥ勤務中,咕噜值班,咕嚕值班,Ronco de guardia,guardia de servicio,
ADD_PARTY_007,날 도와라,Assist me,Assist me,私を助けてと,协助我,協助我,Ayúdame,Ayúdame,
ADD_PARTY_008,코브라,Cobra ready,Cobra ready,コブラ,眼镜蛇准备,眼鏡蛇準備,Cobra listo,Cobra listo,
ADD_PARTY_009,기억할께!,Witness You!,Witness You!,覚えに！,见证你！,見證你！,Sea testigo de usted!,Sea testigo de usted!,
ADD_PARTY_010,골리앗 가동,Goliath online,Goliath online,ゴリアテ可動,巨人在线,巨人在線,Goliat en línea,Goliat activo,
ADD_PARTY_011,랩터 준비 중,Raptor ready,Raptor ready,ラプター準備中,猛禽准备,猛禽準備,Raptor listo,Raptor listo,
ADD_PARTY_012,미사일 보조 준비 중,Missile support ready,Missile support ready,ミサイル補助準備中,导弹支援准备,導彈支援準備,el apoyo de misiles listos,el apoyo de misiles listo,
ADD_PARTY_013,출동 준비 완료,Ready to roll out!,Ready to roll out!,出動準備完了,准备滚出来！,準備滾出來！,Listo para salir!,Listo para salir!,
ADD_PARTY_014,UFO 가동,UFO online,UFO online,UFO可動,UFO在线,UFO在線,OVNI en línea,OVNI activo,
ADD_PARTY_015,헤비 그런트 근무중,Heavy Grunt on duty,Heavy Grunt on duty,ヘビーグロントゥ勤務中,值班重型步兵,值班重型步兵,Ronco pesado de turno,gruñido ronco activo,
ADD_PARTY_016,포격 개시,Bombard Initiating,Bombard Initiating,砲撃開始,重庆大轰炸起爆,重慶大轟炸起爆,Bombard de Iniciación,Iniciar bombardeo,
ADD_PARTY_017,적색 경보!,Red Alert!,Red Alert!,レッドアラート！,红色警报！,紅色警報！,¡Alerta roja!,¡Alerta roja!,
ADD_PARTY_018,4만년된 마린,40K old Marine,40K old Marine,4万年されたマリン,40K老海洋,40K老海洋,40K vieja marina,marina vieja por 40K,
ADD_PARTY_019,수비 모드 가동,Defensive position,Defensive position,守備モード稼働,防守位置,防守位置,posición defensiva,posición defensiva,
ADD_PARTY_020,전투 순양함 작동 중,Battlecruiser Operational,Battlecruiser Operational,戦闘巡洋艦動作中,战列舰操作,戰列艦操作,battlecruiser Operacional,Battlecruiser activo,
ADD_PARTY_021,유령 작전개시,Ghost reporting,Ghost reporting,幽霊作戦開始,鬼报告,鬼報告,informes fantasma,informe fantasmal,
ADD_PARTY_022,파워 아머 가동,Power armor ready,Power armor ready,パワーアーマー可動,动力装甲准备,動力裝甲準備,Servoarmadura listo,Servoarmadura activo,
ADD_PARTY_023,인터셉터를 발사한다,Carrier has Arrived,Carrier has Arrived,インターセプターを進水させる,运营商已经到来,運營商已經到來,Carrier ha llegado,Carrier ha llegado,
ADD_PARTY_024,DOOOOOM!,DOOOOOM!,DOOOOOM!,DOOOOOM！,DOOOOOM！,DOOOOOM！,Dooooom!,Dooooom!,
ADD_PARTY_025,타이탄 착륙,Titan Fall,Titan Fall,タイタン着陸,泰坦秋季,泰坦秋季,Caída del Titán,Caída del Titán,
ADD_PARTY_026,데스스타 진입 중,Deathstar in formation,Deathstar in formation,デス・スター進入中,死星编队,死星編隊,Deathstar en la formación,Entrando en Deathstar,
ADD_PARTY_027,,,,,,,,,
ADD_PARTY_028,,,,,,,,,
ADD_PARTY_029,,,,,,,,,
,,,,,,,,,
SKILL_B_CHAT,호주머니를 털자,Pickpocket them,Pickpocket them,ポケットをトルジャ,他们扒手,他們扒手,carterista ellas,Roba ellas,
SKILL_C_CHAT,폭격을 개시한다,Bombard Begins,Bombard Begins,爆撃を開始する,炮击开始,砲擊開始,Comienza Bombard,bombarda Comienza,
SKILL_D_CHAT,풀 파워 발사,Full Power Launch,Full Power Launch,フルパワー発射,全功率发射,全功率發射,Lanzamiento de alimentación completa,Lanzamiento con toda la fuerza,
SKILL_E_CHAT,피가 끓는다,Blood is Boiling,Blood is Boiling,血が沸く,血液沸腾,血液沸騰,La sangre es de ebullición,La sangre hierve,
SKILL_F_CHAT,돌겨어ㅇ어어억!,Charrrrrge!,Charrrrrge!,突撃！,收费！,收費！,¡Cargar!,¡Cargar!,
SKILL_G_CHAT,박살내라!,Purge Them!,Purge Them!,粉砕出せ！,熬炼他们！,熬煉他們！,Afinará!,Destruye!,
,,,,,,,,,
SKILL_AUTO_SHOT,발사 속도 최대로!,Maximum Fire Speed!,Maximum Fire Speed!,発射速度最大で！,最大灭火速度快！,最大滅火速度快！,Velocidad máxima de fuego!,Velocidad máxima de fuego!,
SKILL_MINERAL_MINE,앞마당 점령!,Harvest Zone Captured!,Harvest Zone Captured!,前庭占領！,嘉实区抓获！,嘉實區抓獲！,Zona de la cosecha Capturado!,Zona de la cosecha Capturado!,
SKILL,스킬,Skill,Skill,スキル,技能,技能,Habilidad,Habilidad,
BAZUKA_PARTS_WORD,원하는 부품을 선택하여 바주카를 강화하라!,Select Component to Upgrade your Launcher! ,Select Component to Upgrade your Launcher! ,希望の部品を選択して、バズーカを強化せよ！,选择组件来升级您的桌面！,選擇組件來升級您的桌面！,Seleccionar componentes para actualizar su lanzador!,Selecciona componentes que te gusta para actualizar su lanzador!,
,,,,,,,,,
ARTIFACT_TUTO,가스로 유물을 제작할 수 있다,You can spend Gas to create Relics.,You can spend Gas to create Relics.,ガスの遺物を製作することができる,你可以花气创造文物。,你可以花氣創造文物。,Puede pasar de gas para crear reliquias.,Puede gastar gas para crear reliquias.,
USE_BOOSTER,부스터\n사용,Use\nBooster,Use\nBooster,ブースター\n使用,使用\n助推器,使用\n助推器,uso\nBooster,uso\nBooster,
WATCH_AD,광고 보기,Watch AD,Watch AD,広告を表示,观看AD,觀看AD,Anuncio del reloj,Ver AD,
,,,,,,,,,
CLEAR_NAME,점령함,Captured,Captured,占領する,捕获,捕獲,capturado,capturado,
CLEAR_WORD,이 던전은 고요하다..,This dungeon is still...,This dungeon is still...,このダンジョンは静かである。,这个副本还是...,這個副本還是...,Esta mazmorra es todavía ...,Esta mazmorra es tranquila ...,
,,,,,,,,,
Q_CLEAR,보상 획득하기,Collect Reward,Collect Reward,補償獲得する,收集奖励,收集獎勵,Recoger la recompensa,Ganar recompensas,*
,,,,,,,,,
Uranium_warning_NAME,우라늄 부족!,Not Enough Uranium,Not Enough Uranium,ウラン不足！,没有足够的铀,沒有足夠的鈾,No es suficiente uranio,Te falta uranio,
Uranium_warning_WORD,우라늄을 충전할 것인가?!,Charge Uranium?!,Charge Uranium?!,ウランを充電するか！,充电铀？,充電鈾？,Cargar uranio ?!,Cargar uranio ?!,
Uranium_warning_YES,가즈아ㅏㅏ,Go,Go,行こう,走,走,Ir,Vamos~,
Uranium_warning_NO,필요없어!,Nah,Nah,いらない！,罗,羅,nah,No Necesito,
,,,,,,,,,
Hell_warning_NAME,지옥석 부족!,Not Enough Hellstone,Not Enough Hellstone,ウランを充電するか！,没有足够的地狱石,沒有足夠的地獄石,No es suficiente piedra Infierno,Te falta piedra Infierno,
Hell_warning_WORD,지옥석을 충전할 것인가?!,Charge Hellstone?!,Charge Hellstone?!,地獄席を充電するか！,充电地狱石？,充電地獄石？,piedra cargo infierno ?!,Cargar piedra infierno ?!,
,,,,,,,,,
BOOSTERGET_LOOKON,레이져락온 부스터를 획득,Gained Laser Lock Booster,Gained Laser Lock Booster,レーザーロックオンブースターを獲得,获得激光锁定助推器,獲得激光鎖定助推器,Ganado Booster Laser Lock,Ganado Laser Lock refuerzo,
BOOSTERGET_MINERAL,미네랄광산 부스터를 획득.,Gained Mineral Mine Booster,Gained Mineral Mine Booster,ミネラル鉱山ブースターを獲得。,获得矿产矿山助推器,獲得礦產礦山助推器,Ganado mina mineral Booster,Ganado mina mineral refuerzo,
,,,,,,,,,
BUY,구매하기,BUY,BUY,購入する,购买,購買,COMPRAR,COMPRAR,
SHOWPACK,내용물확인,Check Stuff,Check Stuff,内容確認,检查的东西,檢查的東西,Compruebe la materia,Chequear la materia,
DOWNLOAD,다운로드 ◀,Download ◀,Download ◀,ダウンロード◀,下载◀,下載◀,descargar ◀,descargar ◀,
,,,,,,,,,
SHOP_CATEGORY_000,특수자원,Resource,Resource,特殊資源,资源,資源,Recurso,Recurso,
SHOP_CATEGORY_001,상자,Crate,Crate,ボックス,箱,箱,Caja,Caja,
SHOP_CATEGORY_002,우라늄,Uranium,Uranium,ウラン,铀,鈾,Uranio,Uranio,
SHOP_CATEGORY_003,패키지,Package,Package,パッケージ,包,包,Paquete,Paquete,
,,,,,,,,,
MISSILE_TIRE_001,일반 미사일,Normal Missile,Normal Missile,一般ミサイル,普通导弹,普通導彈,misil normales,misil normal,
MISSILE_TIRE_002,희귀 미사일,Rare Missile,Rare Missile,珍しいミサイル,罕见的导弹,罕見的導彈,misil rara,misil raro,
MISSILE_TIRE_003,마법 미사일,Magic Missile,Magic Missile,魔法のミサイル,魔法飞弹,魔法飛彈,Misil mágico,Misil mágico,
MISSILE_TIRE_004,영웅 미사일,Heroic Missile,Heroic Missile,英雄ミサイル,英雄导弹,英雄導彈,heroica de misiles,Misil heroico,
MISSILE_TIRE_005,전설 미사일,Legendary Missile,Legendary Missile,伝説ミサイル,传说中的导弹,傳說中的導彈,El legendario misiles,Misil legendario,
MISSILE_TIRE_006,원시 미사일,Ancient Missile,Ancient Missile,生ミサイル,古导弹,古導彈,antiguo misil,misil antiguo,
MISSILE,미사일,Missile,Missile,ミサイル,导弹,導彈,Misil,Misil,
COUNT,개, , ,本, , ,,,
COUNT_FIX,개 확정,Permanent,Permanent,本確定,常驻,常駐,Permanente,Permanente,
,,,,,,,,,
SHOP_ITEM_NAME_000,악마 미식가,Demon Dinner,Demon Dinner,悪魔グルメ,恶魔晚餐,惡魔晚餐,Cena del demonio,Cena del demonio,
SHOP_ITEM_NAME_001,레이저 락온 부스트 5개,5 Laser Lock Booster,5 Laser Lock Booster,レーザーロックオンブースト5つ,5激光锁定助推器,5激光鎖定助推器,5 Laser Lock Booster,5 Laser Lock Refuerzos,
SHOP_ITEM_NAME_002,레이저 락온 부스트 20개,20 Laser Lock Booster,20 Laser Lock Booster,レーザーロックオンブースト20個,20激光锁定助推器,20激光鎖定助推器,20 Laser Lock Booster,20 Laser Lock Refuerzos,
SHOP_ITEM_NAME_003,미네랄 광산 부스트 5개,5 Mineral Mine Booster,5 Mineral Mine Booster,ミネラル鉱山ブースト5つ,5矿矿山助推器,5礦礦山助推器,5 mina mineral Booster,5 mina mineral Refuerzos,
SHOP_ITEM_NAME_004,미네랄 광산 부스트 20개,20 Mineral Mine Booster,20 Mineral Mine Booster,ミネラル鉱山ブースト20個,20矿物矿助推器,20礦物礦助推器,20 mina mineral Booster,20 mina mineral Refuerzos,
SHOP_ITEM_NAME_005,열쇠 뭉치,Key Bundle,Key Bundle,鍵束,密钥包,密鑰包,Bundle clave,Bulto de llaves,
SHOP_ITEM_NAME_006,보급 상자,Supply Crate,Supply Crate,補給ボックス,补给箱,補給箱,Caja de Suministros,Caja de Suministros,
SHOP_ITEM_NAME_007,감염된 상자,Infected Crate,Infected Crate,感染した箱,感染木箱,感染木箱,cajón infectada,cajón infectado,
SHOP_ITEM_NAME_008,뼈 상자,Bone Crate,Bone Crate,骨箱,骨周转箱,骨周轉箱,cajón de hueso,cajón del hueso,
SHOP_ITEM_NAME_009,고대 상자,Ancient Crate,Ancient Crate,古代箱,古木箱,古木箱,cajón antigua,cajón antiguo,
SHOP_ITEM_NAME_010,지옥석 봉인함,Hellstone Crate,Hellstone Crate,地獄席封印する,Hellstone木箱,Hellstone木箱,cajón Hellstone,cajón Hellstone,
SHOP_ITEM_NAME_011,우라늄 한 줌,Uranium Debris,Uranium Debris,ウラン一握り,铀碎片,鈾碎片,Los escombros de uranio,Los escombros de uranio,
SHOP_ITEM_NAME_012,우라늄 홍차,Uranium Tea,Uranium Tea,ウラン紅茶,铀茶,鈾茶,té de uranio,té de uranio,
SHOP_ITEM_NAME_013,우라늄 부스러기,Uranium Crust,Uranium Crust,ウランフレーク,地壳铀,地殼鈾,corteza de uranio,corteza de uranio,
SHOP_ITEM_NAME_014,우라늄 상자,Uranium Box,Uranium Box,ウランボックス,铀箱,鈾箱,Caja de uranio,Caja de uranio,
SHOP_ITEM_NAME_015,우라늄 생물,Uranium Creature,Uranium Creature,ウラン生物,铀生物,鈾生物,Criatura de uranio,Criatura de uranio,
SHOP_ITEM_NAME_016,우라늄 행성,Uranium Planet,Uranium Planet,ウラン惑星,铀星球,鈾星球,Planeta de uranio,Planeta de uranio,
SHOP_ITEM_NAME_017,약물 패키지,Junkie Package,Junkie Package,薬物パッケージ,迷包,迷包,drogadicto del paquete,Paquete del drogadicto,
SHOP_ITEM_NAME_018,커맨더 팩,Commander Package,Commander Package,コマンダーパック,指揮官 パッケージ,指揮官 包,指挥官包,Paquete de Commander,
SHOP_ITEM_NAME_019,둠슬레이어 팩,Doomslayer Package,Doomslayer Package,ドゥームスレイヤーパック,運命 人殺し パッケージ,厄運 殺手 包,厄运杀手包,Paquete de Doom Asesino,
SHOP_ITEM_NAME_020,아포칼립스 팩,Apocalypse Package,Apocalypse Package,アポカリプスパック,黙示録 パッケージ,啟示錄 包,启示录包,Paquete de Apocalipsa,
SHOP_ITEM_NAME_021,카툰999,Cartoon999,Cartoon999,マンガ999,Cartoon999,Cartoon999,Cartoon999,Cartoon999,
SHOP_ITEM_NAME_022,치킨이 되고 싶지 않아,I Dont Wanna be Chicken,I Dont Wanna be Chicken,チキンになりたくない,我不想成为鸡,我不想成為雞,No quiero ser de pollo,No quiero ser pollo,
,,,,,,,,,
SHOP_ITEM_WORD_000,,,,,,,,,
SHOP_ITEM_WORD_001,광고 없이 레이저 락온을\n사용 할 수 있는 부스터 5개,Use without AD\n5 Laser Lock Booster,Use without AD\n5 Laser Lock Booster,広告なしのレーザーロックオンを\n使用することができるブースター5個,不使用AD \n5激光锁定助推器,不使用AD \n5激光鎖定助推器,Sin utilizar AD \n5 Booster Laser Lock,Usa sin AD \n5 Booster Laser Lock,
SHOP_ITEM_WORD_002,광고 없이 레이저 락온을\n사용 할 수 있는 부스터 20개,Use without AD\n20 Laser Lock Booster,Use without AD\n20 Laser Lock Booster,広告なしのレーザーロックオンを\n使用することができるブースター20個,不使用AD \n20激光锁定助推器,不使用AD \n20激光鎖定助推器,Sin utilizar Laser Lock AD \n20 Booster,Usa sin AD \n20 Booster Laser Lock,
SHOP_ITEM_WORD_003,광고 없이 미네랄 광산을\n사용 할 수 있는 부스터 5개,Use without AD\n5 Mineral Mine Booster,Use without AD\n5 Mineral Mine Booster,広告なしのミネラル鉱山を\n使用することができるブースター5個,不使用AD \n5矿产矿山助推器,不使用AD \n5礦產礦山助推器,Sin utilizar AD \n5 mina mineral Booster,Usa sin AD \n5 mina mineral refuerzo,
SHOP_ITEM_WORD_004,광고 없이 미네랄 광산을\n사용 할 수 있는 부스터 20개,Use without AD\n20 Mineral Mine Booster,Use without AD\n20 Mineral Mine Booster,広告なしのミネラル鉱山を\n使用することができるブースター20個,不使用AD \n20矿物矿助推器,不使用AD \n20礦物礦助推器,Sin utilizar AD \n20 mina mineral Booster,Usa sin AD \n20 mina mineral refuerzo,
SHOP_ITEM_WORD_005,열쇠를 최대로 획득한다,Gain Maximum Keys,Gain Maximum Keys,鍵を最大に獲得する,获得最大的钥匙,獲得最大的鑰匙,Claves de ganancia máximo,Ganar Claves de ganancia máximo,
SHOP_ITEM_WORD_006,평범한 미사일이\n들어있는 상자,Crate containing normal Missiles,Crate containing normal Missiles,普通のミサイル\n入っている箱,含有正常导弹箱,含有正常導彈箱,Cajón que contiene los misiles normales,Caja de los misiles normales,
SHOP_ITEM_WORD_007,괜찮은 미사일이\n들어있는 상자,Crate containing better Missiles,Crate containing better Missiles,まともなミサイル\n入っている箱,含更好的导弹包装箱,含更好的導彈包裝箱,Caja que contenía mejores misiles,Caja de los misiles mejores,
SHOP_ITEM_WORD_008,적절한 미사일이\n들어있는 상자,Crate containing superior Missiles,Crate containing superior Missiles,適切なミサイル\n入っている箱,含有优越导弹箱,含有優越導彈箱,Cajón que contiene los misiles superiores,Caja de los misiles superiores,
SHOP_ITEM_WORD_009,고오급 미사일이\n들어있는 상자,Crate containing VIP Missiles,Crate containing VIP Missiles,高オグプミサイル\n入っている箱,含VIP导弹包装箱,含VIP導彈包裝箱,Cajón que contiene VIP misiles,Caja de los VIP misiles,
SHOP_ITEM_WORD_010,,,,,,,,,
SHOP_ITEM_WORD_011,200 우라늄,200 Uranium,200 Uranium,200ウラン,200铀,200鈾,El uranio 200,200 uranio,
SHOP_ITEM_WORD_012,500 우라늄,500 Uranium,500 Uranium,500ウラン,500铀,500鈾,El uranio 500,500 uranio,
SHOP_ITEM_WORD_013,1100 우라늄,1100 Uranium,1100 Uranium,1100ウラン,1100铀,1100鈾,1100 uranio,1100 uranio,
SHOP_ITEM_WORD_014,3600 우라늄,3600 Uranium,3600 Uranium,3600ウラン,3600铀,3600鈾,3600 uranio,3600 uranio,
SHOP_ITEM_WORD_015,7800 우라늄,7800 Uranium,7800 Uranium,7800ウラン,7800铀,7800鈾,7800 uranio,7800 uranio,
SHOP_ITEM_WORD_016,16400 우라늄,16400 Uranium,16400 Uranium,16400ウラン,16400铀,16400鈾,16400 uranio,16400 uranio,
SHOP_ITEM_WORD_017,,,,,,,,,
SHOP_ITEM_WORD_018,,,,,,,,,
SHOP_ITEM_WORD_019,,,,,,,,,
SHOP_ITEM_WORD_020,,,,,,,,,
SHOP_ITEM_WORD_021,카툰999\n다운로드\n우라늄+100,Cartoon999\nDownload\nUranium+100,Cartoon999\n Download \n Uranium+100,マンガ999\nダウンロード\nウラン+100,Cartoon999\n下载\n铀+ 100,Cartoon999\n下載\n鈾+ 100,Cartoon999\n Download \n uranio + 100,"Cartoon999\nDescargar\nEl uranio + 100",
SHOP_ITEM_WORD_022,치킨이 되고 싶지 않아\n다운로드\n우라늄+101,I Dont Wanna be Chicken \n Download \n Uranium+101,I Dont Wanna be Chicken \n Download \n Uranium+101,チキンになりたくない\nダウンロード\nウラン+101,我不想成为鸡\n下载\n铀+ 101,我不想成為雞\n下載\n鈾+ 101,No quiero ser pollo \n Download \n uranio + 101,No quiero ser pollo \n descarga \n uranio + 101,
,,,,,,,,,
SHOP_ITEM_0_WORD_A,즉시 악마 2500마리를 먹어치우고,Eat 2500 Demons gaining,Eat 2500 Demons gaining,すぐに悪魔2500匹をとりこ,吃2500个获得恶魔,吃2500個獲得惡魔,Coma 2500 Los demonios ganan,Coma 2500 Los demonios y Gana,
SHOP_ITEM_0_WORD_B,미네랄을 획득한다,Minerals,Minerals,ミネラルを獲得する,矿产,礦產,minerales,minerales,
,,,,,,,,,
SHOP_ITEM_17_WORD_A,공격을 자동으로 해주는\n락온부스트 50개,Auto firing\n50 Laser Lock Booster,Auto firing\n50 Laser Lock Booster,攻撃を自動的にしてくれる\nロックオンブースト50個,自动点火\n50激光锁定助推器,自動點火\n50激光鎖定助推器,despido de Auto \n50 Laser Lock Booster,"de tiro automático
 50 Laser Lock refuerzo",
SHOP_ITEM_17_WORD_B,미네랄 획득량을 늘려주는\n광산부스트 50개,More Minerals\n50 Mineral Mine Booster,More Minerals\n50 Mineral Mine Booster,ミネラル獲得量を増やす\n鉱山ブースト50個,更多的矿物质\n50矿物矿助推器,更多的礦物質\n50礦物礦助推器,Más Minerales \n50 mina mineral Booster,"más Minerales
 50 mina mineral refuerzo",
SHOP_ITEM_WORD_020_B,,,,,,,,,
,,,,,,,,,
IAP_PRICE_11,2200원,1.99$,1.99$,¥220,$ 1.99,$ 1.99,1.99 $,1.99 $,
IAP_PRICE_12,5500원,4.99$,4.99$,¥550,$ 4.99,$ 4.99,4.99 $,4.99 $,
IAP_PRICE_13,11000원,9.99$,9.99$,¥1100,$ 9.99,$ 9.99,9.99 $,9.99 $,
IAP_PRICE_14,33000원,29.99$,29.99$,¥3300,$ 29.99,$ 29.99,29.99 $,29.99 $,
IAP_PRICE_15,66000원,59.99$,59.99$,¥6600,$ 59.99,$ 59.99,59.99 $,59.99 $,
IAP_PRICE_16,132000원,119.99$,119.99$,¥13200,$ 119.99,$ 119.99,119.99 $,119.99 $,
IAP_PRICE_17,4900원,4.99$,4.99$,¥490,$ 4.99,$ 4.99,4.99 $,4.99 $,
IAP_PRICE_18,9900원,9.99$,9.99$,¥990,$ 9.99,$ 9.99,9.99 $,9.99 $,
IAP_PRICE_19,49000원,49.99$,49.99$,¥4900,$ 49.99,$ 49.99,49.99 $,49.99 $,
IAP_PRICE_20,99000원,99.99$,99.99$,¥9900,$ 99.99,$ 99.99,99.99 $,99.99 $,
,,,,,,,,,
HIDDEN_MSG,찾았다 요놈!,I Found You,I Found You,訪れたヨノム,我找到你了,我找到你了,Te encontre,Te encontre,
HIDDEN_WORD_000,축하합니다!\n설정창에서는 다양한 기능을 사용할 수 있습니다,Congratulation!\nIn Setting you can use many Function.,Congratulation!\nIn Setting you can use many Function.,おめでとうございます！\n設定画面では、さまざまな機能を利用することができます,恭喜！\n在设置您可以使用许多功能。,恭喜！ \n在設置您可以使用許多功能。,! Enhorabuena \nEn ajuste que puede utilizar muchas funciones.,"¡Felicidades!
 En Configuración, se puede utilizar muchas funciones.",
HIDDEN_WORD_001,축하합니다!\n박물관에서는 지금까지 수집한\n포탈 조각들을 확인 할 수 있습니다,Congratulation!\n You can check portal shard you collected in museum.,Congratulation!\n You can check portal shard you collected in museum.,おめでとうございます！\n博物館では、これまでに収集した\nポータルの部分を確認することができます,恭喜！\n您可以检查你在博物馆收藏门户碎片。,恭喜！ \n您可以檢查你在博物館收藏門戶碎片。,Enhorabuena! \n Puede comprobar fragmento portal de recopiló en el museo.,¡Felicidades! \n Puede comprobar fragmento\nportal de recopiló en el museo.,
HIDDEN_WORD_002,축하합니다!\n이 곳에서는 달성한 업적에 따라\n우라늄을 획득 할 수 있습니다,Congratulation!\n You can collect Uranium depending on achievements,Congratulation!\n You can collect Uranium depending on achievements,おめでとうございます！\nここでは、達成した業績に基づいて、\nウランを獲得することができます,恭喜！\n您可以根据成绩收集铀,恭喜！ \n您可以根據成績收集鈾,Enhorabuena! \n Usted puede recoger el uranio en función de los logros,¡Felicidades! \n Usted puede recoger el uranio en función de los logros,
HIDDEN_WORD_003,"축하합니다!\n이 곳에서는 지금 장착한 무기나 마린들,\n포탈조각과 유물로 인한 효과를 보여줍니다",Congratulation!\n You can check every stastics here,Congratulation!\n You can check every stastics here,おめでとうございます！\nこの場所では、今装着した武器やマリンには、\nポータルの部分と遺物による効果を示しています,恭喜！\n您可以在这里查看统计中的每,恭喜！ \n您可以在這裡查看統計中的每,Enhorabuena! \n Puede comprobar cada stastics aquí,¡Felicidades! \n Puede comprobar cada stastics aquí,
HIDDEN_WORD_004,축하합니다!\n이 곳에서는 언어를 바꿀 수 있습니다,Congratulation!\n You can change language here,Congratulation!\n You can change language here,おめでとうございます！\nここでは、言語を変更することができます,恭喜！\n您可以在这里更改语言,恭喜！ \n您可以在這裡更改語言,Enhorabuena! \n Puede cambiar el idioma de aquí,¡Felicidades! \n Puede cambiar el idioma aquí,
HIDDEN_WORD_005,축하합니다!\nBGM은 이렇게 끄는겁니다!,Congratulation!\n You can Turn off BGM!,Congratulation!\n You can Turn off BGM!,おめでとうございます！\nBGMはこう引くでしょう！,恭喜！\n您可以关闭背景音乐！,恭喜！ \n您可以關閉背景音樂！,Enhorabuena! \n puede desactivar BGM!,¡Felicidades! \n puede apagar BGM!,
HIDDEN_WORD_006,축하합니다!\n효과음은 이렇게 끄는겁니다,Congratulation!\n You can Turn off...,Congratulation!\n You can Turn off...,おめでとうございます！\n効果音は、このように引く...,恭喜！\n您可以关闭...,恭喜！ \n您可以關閉...,Enhorabuena! \n puede apagar ...,¡Felicidades! \n puede apagar ...,
HIDDEN_WORD_007,축하합니다!\n바주카를 교체하면 어마어마한 자동효과를 볼 수 있습니다!,Congratulation!\n Changing Launcher will give you Auto Firing Effect,Congratulation!\n Changing Launcher will give you Auto Firing Effect,おめでとうございます！\nバズーカを交換すると、ものすごい自動効果を見ることができます！,恭喜！\n改变发射器会给你自动射击的影响,恭喜！ \n改變發射器會給你自動射擊的影響,Enhorabuena! \n Cambio de lanzador le dará Efecto de cocción automática,¡Felicidades! \n Cambiar lanzador le dará Efecto automático,
HIDDEN_WORD_008,축하합니다!\n여기서는 상자를 구매할 수 있습니다,Congratulation!\n You can buy Crate here,Congratulation!\n You can buy Crate here,おめでとうございます！\nここでボックスを購入することができます,恭喜！\n您可以在这里买木箱,恭喜！ \n您可以在這裡買木箱,Enhorabuena! \n Usted puede comprar aquí cajón,¡Felicidades! \n Puede comprar cajón aquí,
HIDDEN_WORD_009,축하합니다!\n여기서는 바주카를 살 수 있습니다,Congratulation!\n You can buy Launcher here,Congratulation!\n You can buy Launcher here,おめでとうございます！\nここでバズーカを購入することができます,恭喜！\n您可以在这里买启动,恭喜！ \n您可以在這裡買啟動,Enhorabuena! \n Usted puede comprar aquí Launcher,¡Felicidades! \n Puede comprar lanzador aquí,
,,,,,,,,,
CHANGE_Q,현재 퀘스트를 포기하고\n새로운 퀘스트를 받는다,Discard current Quest\nand gain another Quest,Discard current Quest \n and gain another Quest,現在のクエストを放棄し、\n新しいクエストを受ける,丢弃当前任务\n和获得另一个任务,丟棄當前任務\n和獲得另一​​個任務,Descartar actual de Quest \n y ganar otra misión,Abandonar búsqueda\nactual y ganar otra,
NO_MISILE,지금은 사용할 수 없다,Cannot use right now,Cannot use right now,今は使用できない,现在不能使用,現在不能使用,No se puede utilizar en este momento,No se puede utilizar Ahora,
,,,,,,,,,
BOOSTER_END_A,자동 발사 종료,Auto Firing Finished,Auto Firing Finished,自動発射終了,自动完成射击,自動完成射擊,La cocción automática Terminado,Terminado de La cocción automática,
BOOSTER_END_B,미네랄 광산 종료,Mineral Mining Finished,Mineral Mining Finished,ミネラル鉱山終了,矿产开采成品,礦產開採成品,Terminada la Minería,Terminado de la Minería,
OK,OK,OK,OK,OK,好,好,DE ACUERDO,DE ACUERDO,
